puzzle,ans
玉质不纯,硖
汝乃有心人,您
洒水冲净街心土,衍
人要有一点品格,器
前方后方一个样,吕
晴空朗月挂边陲,郎
前水复后水,淼
牛角上边来一刀,解
抛弃一点,弁
南冠草,卉
一水横川双峰倒影,滞
能说善讲,团
请您放下心,你
情节扣人,倩
千里之外有人家,驴
请勿尝,馍
清浊分流,蜻
千进一口,适
人人让座,庄
七十二家,究
你左我右,伐
南昌多云,昙
明月半露云脚下残花双落马蹄前,熊
一举未成,本
山里处处猪满圈,豳
三十六着,焚
秋后一户翻了番,煽
千里一线穿,重
七擒孟获,惩
戎马书生,斌
人需边上走,趁
秋波横送细语直传,罢
塞北千里,乖
人要虚心,化
桑榆暮景,梦
散会,云
一屋生春,闲
人在前头走,俞
三十出岁头,端
翩翩飞出栅栏去,扇
三人同行我最大,徐
全家罗袜起秋尘,迆
骑马可走,大
恰似披星带月人,炙
片刻即到,至
始乱终弃,升
平反归来,啬
人在草木中,茶
一万零一撇,厉
水经注,训
鸟窝,扇
你左我右争上篮,筏
门前握手客来脱帽,搁
一人分配四平方多点,器
不怕火,镇
人在天涯月如弓,胰
你半个我半个,筏
毛竹,笔
骐骥骅骝,驷
南柯皇帝,枉
每天一歌,曹
红娘子,姝
田上长青草细看不是草,苗
贝字减两点不作目字猜,资
两眼视力好,瞿
砍掉了石头,欠
三个十八盘,森
水光浮日出,滉
文章重复,够
市场无有店堂里有,口
十五日,胖
射入缺口,医
一人之命,叩
水上作业,汞
声响音量,贫
其丑无双,犄
宁波之行,通
男宾止步,妪
轩窗外小河旁炊烟袅袅,淄
上下同义不同样,变
三八集体,兰
立在最前头,音
实现大统一,天
人人有来往,主
扭转旧偏见,旦
那个不好,雌
恰似飞鸿踏雪泥,箸
宁波话,诵
高风亮节留人间,史
大火烧到耳朵边,耿
且将献之比羲之,琵
你丢人啦,尔
一斗多,斜
明是水少却说水多,泛
人人有奔头,夾
泥,堤
柳暗花明,树
一人得道,会
吾妻,肉
公尺,来
切莫大意,缌
囡,娲
名下无虚,嗔
十分体贴,射
十八相送泪两行,湘
湿柴,沐
一日千里人跃进,香
气管炎,氮
儒将,斌
内外一致,丙
缺一不成,丕
巧挖穷根,窍
人虽离休心一点没离,怵
美好开端,姜
人钻钱眼里势必违法纪,囚
屈指一算,擞
太平门,咄
功过各一半,边
未来展翅定腾飞,翔
蛇行,起
包龙图上场,黜
欲罢不能,四
刘邦闻之则喜刘备闻之则悲,翠
零头,雨
三级材,柄
看礼花,睬
明月照门来,閒
另有变动,加
莫下手,摹
两口人干什么,啥
怒潮,弛
扭转乾坤六十年,由
一女恰二十,妍
未移一笔保原状,本
末倒置,半
萝卜青菜各有所爱,呸
农药效果大,虻
两角钱,芬
里头有人,困
追根寻底,过
对影成三人,奏
人离休要荐才,材
包公上场,黜
霸王自刎,翠
把开源节流挂在心上,愿
谜格,唬
论鲁迅,调
两人争球一人倒勾,以
年纪八十八当家日日擦一日勿去擦全家要饿杀,米
年过古稀,佬
起诉无效,皓
弄去一半,弁
一去无消息,查
一口咬去多半截,名
老挂钩,考
来者不善,殡
由下面转弯,电
八人一口,谷
冒雨下田,雷
落草为王,弄
半耕半读,讲
异口同声,谐
落日余晖,晃
驴高栏低,骗
林字一半多,梦
木偶皇帝,琳
没恒心,亘
一人背张弓,夷
梅花林,麓
落花人独立微雨燕先飞,俩
仁至义尽,仪
曲目调正,曹
宝中宝,玉
老人船,艘
山下有了抽水泵,岩
离开半月,脑
穿门小径到堂前,常
尘土飞扬,小
一女力量大推倒一座山,妇
一来就有徒弟,帅
木偶皇后,琳
每天洗一澡,渣
一心建四化,总
居里夫人,姑
两千里,冯
旧了,阳
里根上台,云
开创新局面干字要当头,弄
木乃伊,居
三岔路口人分手,拱
北拒曹操东和孙权,蠲
业务一定放心上,恶
一见有学头,觉
陕西省,夹
阵前各方无一生,隆
置之于八卦山下,退
转眼黄昏舟自横,逻
字字看来皆是血,赦
月斜三更如一勾,乳
有意无心,音
赠款,锄
因小失大,口
欲要清谈请出去,淡
专车,转
岳父大人,仗
珠宝商,赎
月月亏空一定补,册
征稿,救
樱桃小嘴,如
二十一中又垫底,鞋
晨浴,渣
不必自小,尖
半硬半软,砍
丑而壮,犟
大人不在小人在,光
阴曹地府,块
村上鸡鸣,樽
白玉无瑕,皇
八九十,杂
望断南飞雁,全
听其马鸣当思念,嘶
朱批,赦
雨余山色浑如睡,雪
只盼一生为人正,企
主动一点,玉
原始森林,枯
不是男同学,姓
彼此各有一半,跛
原藉上海,伸
因非得罪,四
半打啤酒,河
二十一人小一点,恭
重放的鲜花,馥
打破常规,觉
呆头呆脑,吕
刀枪并举,划
月出惊山鸟,鹃
动嘴又出力,加
东部支援西部,陪
永跟党中央,咏
福建中部高温,烛
高温预报,谈
夫一日之变,春
一心服从转业,恶
居心不善,亚
春雨绵绵人去也,三
出点子见才华,桦
一生自力,六
爸爸的耶诞节,爷
夺标前后,奈
大于小于等于,互
反串花旦不化装,昔
风中依旧叶翻飞,蛞
分开以前是丈夫,食
点点新芽发枝头,米
大小两分开,奈
错过机会,枫
有手就打,丁
合意,恕
海狮顶球来一个,还
高高在上了,亨
俯首甘为孺子牛,件
我的心,悟
窗前落日梅枝疏,宴
初春飘雪寓平安,泰
残月孤灯,炙
针灸通经络,窜
复习,羽
一向出口大米,奥
一天走了一里路,量
疑是七星桥,它
成套底盘,盛
尘土飞杨,小
爹爹无大儿木兰无长兄,歌
一派冗言不得其实,亮
大火,炬
圆周,口
隐瞒错误就不对,爻
让学两点外出,字
圣旨,谛
注重生男,婢
此路不通,趾
一字生得巧四面八只脚,井
灯笼,炮
一去就猜着,申
弹丸之地,尘
指头触电,摩
野火烧不尽,荐
一个加一个,笳
赤子之心,一
不要太阳并不难,易
边走边干,赶
妇道人家,妒
风儿吐舌头,刮
住在黄金屋,锯
独为天下先,一
残寺破庙映清辉,脏
采桑田边,播
合在一起用,朋
傍晚的太阳,晒
心香飘失闻香无门,声
向左一直去,句
言及之而不言,韦
干字当头,半
丰收在望,稿
老头子,孝
份量不足,欣
火烧耳旁,耿
横山白茫茫,雪
集合号,韶
作揖,拿
大框加小框,固
错把火锅摆上桌,离
哥哥老是站着,竞
一斤高高的,丘
星星之歌,农
一边一点,卜
星出太阳落,生
一朝一夕,暮
挖西边补东边,扑
不是病也是病,痱
革命方略,令
大干大变,全
春游一日,夫
妇女地位起变化,妻
风丝雨点满地扬,飞
来到村中树苍挺,又
东施,妞
第一页,顽
一时缺十分,旦
拆西墙补东墙,扑
朝天子,现
拆了围墙,韦
东南西北共一心,愣
户口,启
寒山雁阵斜,侍
二大二小,秦
分别正是十二月,青
除夕来日蛤逢春,麦
出力乐悠悠,嘉
一心放牛,性
尽是缺点,尺
点点在心田,斗
画中清流悬钓钩,沌
湖边新月照台前,泓
二姑娘,姿
多写一笔才象样,栏
点心,口
一露头就长角,午
一撇划了三寸长,寿
冬眠,螅
斧头,父
一行雁阵放眼低两株桃杏映篱斜,樊
长江上游水位下降,汞
鼓掌,拿
断壁残垣,圭
东一个西一个,篱
大小二分开,奈
一张弓,弹
不翼而飞,丁
放眼唯有一孤帆,舰
各不相让,筝
哥哥一半大莫作可字猜,奇
猜着一半,睛
一手撑破天,扶
单身汉,合
一日入林,楂
地头蛇,壕
一日,旦
春节三日干在前头,金
废渣利用,泼
多一点就好,艮
一生执教,帅
繁花似锦,艳
共同复习,翕
何需杀人灭口,丁
孩子丢了,亥
一减一不是零,三
高空山山无云层,窟
浮桥水逝新月沉,学
一诗前改始放心,恃
走了一口还有一人走了一人还有一口,囚
好话,诘
扉,顽
二十七人,花
一曲高歌夕阳下,曹
从群众中来,佯
涧水流终日,门
一去就当元帅,师
诞辰,星
打破固有框框,十
春雨下田间,汁
一口咬破衣,衰
简直不像样,栏
夫人不在儿做伴,元
挂刀看斗牛始才放下心,懈
狗洞,突
各立门户,阁
二人顶三人,奏
兄弟姐妹,捉
和局,抨
海峡两边喜相逢,汕
四去八进一,曰
傻子,保
就是我,体
夜里十一点前后,孩
给一半留一半,细
波涛滚滚,皮
眼花缭乱,瞇
大错特错,爽
一钩残月伴叁星,心
大小一一俱全,尖
退潮,法
楚霸王乌江自刎,翠
老朋友,做
湖心岛上,舌
点睛能飞,鸟
江东二乔,娱
四边残缺,匹
闺女出门尚稚年,娃
黑狗不叫,默
裹脚,跑
流眼泪对流眼泪,器
举手就打合眼入梦,垂
既能说又能看,冒
不干了,摆
加字加两点别字办字猜,为
一尺一,寺
黑色土地,畜
丢掉一撇,去
大河没水小河干,哥
高头吃一叉下头挨一耙,斋
一来就是十天,句
一对明月完整无缺落在山下四分五裂,崩
海枯,每
一半白天一半晚上,明
残兵,乒
我在山东,峨
一对红,赫
湖中浮萍,苦
独生子,兀
连中三元,车
一来就是二,业
甲乙丙丁都不对,罪
断断续续,继
不咸不淡,哈
一借再借,欢
闻不用耳,门
昨天今天明天,晶
会说话的眼睛,冒
四个大山山对山四个大川川对川四个口字连环套四个嘴巴紧相连,田
有没有上边,月
左看三十一右看一十三左右一起看三百二十三,非
我有一条狗只管跟人走若要见到它除非六月有,伏
虽有十张口只有一颗心要想猜出来必须动脑筋,思
说话的技术,团
头上病情重身上三个洞如不及时治丢命葬山中,癌
摘掉穷帽子挖去穷根子,八
倒看八十九正看九十八,杂
口中有口难开口话没出口家中去,回
写下面,与
一见是鸡,西
远看一头牛近看没有头,午
一点水,求
是船不叫船只因缺半边,舟
一家加两点,戽
沉默不语,哈
甜一半辣一半,辞
八九不离十,杂
两人同去一人归,丙
变化,仑
一旦有心便能持久,恒
一共添两横,其
一出头就长角,午
骇人听闻,诡
一只狗真少有头上长了两个口,哭
二人下南昌,昊
长明灯,灸
两个动物并排站一个游泳一个吃草,鲜
存其心得其志,士
闺中少女,娃
左邻有衣无食右舍有食无衣两家团结互助马上足食丰衣,裕
查看结果杳无踪迹,一
鸡在水边,酒
一只小虫生得轻嘴巴长在天灵盖,虽
出东海入西山写时方画时圆,日
不关春夏秋,图
近朱者赤,赫
瓜熟蒂落,爪
古钱,错
上面一加一下面整二十,弄
炉火纯青,烂
哥哥不肯坐工作争着做,竞
六十天,朋
看起来圆又圆写出来是九点,丸
一点一横长一撇向西方并排两棵树栽在石头上,磨
洞中有洞孔中有孔,回
米饭太硬,沙
一头牛站在独木桥上,生
第四联,顶
口木不是呆不作杏字猜你若猜困字还没猜出来,束
我没有你有天没有地有,他
外面会说话里面飘雪花里外合起来,图
喝水就泻,写
一月大,肤
半粗半细,组
国外进口,国
一点一点大人人都有它,头
伯父隔壁没人住,白
左边九加九右边九十九左右合起来四季长青树,柏
一人一张嘴,合
小树一寸长,村
一字有千口人人都得有如果你不信请你张开口,舌
四个晚上,罗
有手有脚无法逃脱,捉
太阳照北京,景
二画大二画小,秦
和尚拜佛,拿
全家添一口,启
万语千言令人厌,够
唐老鸭退役,鸟
没有学头,子
月上有云,育
左边有水右边有刀中间藏着一个宝,测
有土能种庄稼有人不是你我有水能养鱼,也
只走一半,足
第二次握手,掰
林务大臣,棺
左边大右边小右边跳左边跑右边喝血左边吃草,骚
一字生的真奇怪太阳偏往土里埋土堆之上长青草一刀斜着劈下来,著
丰收,移
自言自语,记
有人入伍,五
空中飞人,会
软一半硬一半,砍
长篇大论,够
进水行不成,衍
内里有人,肉
有丝颜色鲜艳有手能抬起来有水翻动波浪有力能显成绩,工
下午一点,汁
看家狗,戾
正月没有初一,肯
鸡到村里鸟飞走了,树
掌门人,们
千古恨,跌
一半真一半假,值
水上码头,泵
女同学,姓
元首挂帅,师
半露笑脸,签
话说马年,许
左看马靠它右看它靠马两边一起看脚踩万里沙,驼
一飞就是一天,亘
输掉一辆车,俞
排在最前站在最左边,拉
有心记不住有眼看不见,亡
晴一半阴一半,明
两人土上谈心,坐
左点点右点点专用弓,弱
油醋混合半清醒,酒
听得其声是马鸣,嘶
左边一个太阳右边一个太阳站在太阳上反而不见光,暗
有火才能煮熟饭有水才能把田灌蚕儿吐丝一圈圈日头出来亮了天,尧
一马当先一往无前,驻
一半满一空,江
由上转下,甲
万绿从中一点红,株
判决无罪,皓
一大一小猜尖错了,奈
与我同行,衙
一字有四笔没横也没竖妈妈猜不着爸爸笑嘻嘻,父
学生学字,救
苗头不对,艾
死对头,生
上面小山下面才是山,岳
弄瓦之喜,姓
雨天没有阴天有田里没有湖里有河水没有潮水有,月
无头无尾一亩田,鱼
舌头没有了,古
开一半票提一半货,贾
明月升空海水退,晦
独生女,婵
一边大一边小一边会跑一会边跳会跳的吃人会跑的吃草,骚
上下一体,卡
言行一致,运
山上还有山小二藏下面,祟
大王头上有一人,全
一个人靠在木头上休息,休
果断有力,男
两点水,冰
枫林风光,森
旁边又来一匹马,驭
头戴一顶帽忠诚又可靠,实
旱一半涝一半,汗
哑巴有聋子无跛子有麻子无和尚有道士无,口
男儿国,妩
和尚的手势,掌
一家四口来合作贡献大一点,器
硕果累累,夥
拱手让人,共
青一块紫一块,素
挥手告别,军
老大老二和老三兄弟三个叠罗汉老大踩着老二头老三站在最下边,奈
你有我没有花有草没有,人
左边缺一半右边空一半,缸
何可废也以羊易之,佯
点滴积累方有为,力
措手不及,昔
看着像牛却是马,午
不是门也是门,扉
舌尖上的西湖,沙
走是不对的,赵
四山纵横两日绸缪富是他起脚累是他起头,田
上边能飞下边能站今天猜不出明天出答案,翌
千张嘴千张嘴要想活给它水,舌
正看八十八倒看八十八左看八十八右看八十八仔细一端详好像一朵花,米
名利始终抛一边,和
两边都能听到,耶
矮冬瓜,射
池塘亮底,汗
没有钱,钦
国庆的早晨,坦
观不见有鸟飞来,鸡
沾土结垢,后
三十减一,川
飞沙走石,砂
红了还要红,赫
一字四笔斜无横无竖无一湾沟,父
一到就享受,亨
一个人在山边,仙
干燥剂,法
四四方方一间房里面住着冬姑娘,图
加水可以栽花加土可以种瓜加人不是你我加马能跑天下,也
夕阳下山了,岁
三三两两,十
儿童不宜,旖
上捂下日下捂上日左捂右日右捂左日不捂不日一捂就日,田
一个太阳二个太阳,晶
说他大上边小说他小下边大,尖
第二次见面,观
江西省,工
剩三点,涂
只有点点大第一总是它,头
阎罗王,瑰
是由没有头是甲没有脚播种下田了长出绿禾苗,田
讲师钟点费,读
正面差一横下面少去一点,步
有马能行千里,也
猜酒拳,批
风吹树枝摇折断小树枝,枫
太阳中间插根棍底部却被月亮啃,胄
四面城墙空一面调皮小孩躲中间,匹
像三不是三竖弯钩右弯动物有了它温暖过冬天,毛
重心靠边戴草帽,懂
一边白一边黄一边柔一边刚一边暖一边凉,锦
哥有弟没有高有矮没有河有山没有吃有穿没有,口
有水哗啦啦有口笑哈哈有土不平整有人不知啥,可
十月又见面,肢
一行作吏,史
王大妈白大妈一起坐在石头上,碧
遇水即成河有伴就称哥头顶大得奇傍人又如何,可
讲鬼,魂
天上倒八字,关
眼前一片绿葱葱,睛
一去就竞争,竟
半边有毛半边光半边味美半边香半边吃的山上草半边还在水里藏,鲜
洒水了,西
前前后后一条心,总
兔子差点不见了,免
三人看日出,春
春雨如油,溃
自大加一点,臭
一条白毛巾挂在木头上,棉
一来就不坏,坯
人人人人人,伍
家中一口人,儫
五张嘴巴在说话,语
加一笔不好加一点不少,夕
一加一不是二,王
万物之灵,他
有草能开花有水能沏茶有脚走得快有火响声大,包
前没有后有左没有右有暗没有亮有低没有高有,口
东边游鹅西边叫,哦
有心撇下老李,悸
服装展览,裂
四个嘴大一点,器
快先吹口哨,悄
二人并立不是天你当夫猜也枉然,仁
横看有十口竖看有十口不单是十口而是十二口,咕
西挪东借,措
一生当园丁,帅
心字上面减两点,感
有女全姓姚有手肩能挑有足蹦蹦跳有木花夭夭,兆
傻瓜,保
努力不够需用心,怒
平均地权,杜
云破月来,育
自己说话,语
结实累累,夥
拆除磁石,兹
困难之中,休
口中一木栽非困又非呆若要把杏念趁早你莫猜,束
开渠放水,柜
开门日正中,间
左右都是水,冰
日落西山,晒
惟有这点点滴滴,憔
喝一半流一半,渴
见日天空亮遇水河见底知心是朋友两人友谊长,青
池里没有水地上不见土,也
星星出来太阳落下,甡
十字街头,千
李世民,瑭
小二小二戴草帽,蒜
难以接受又换友,爱
左十八来右十一十八十一在一起左边给你柴火烧右边给你粮食吃,杜
十二月一日,晴
一年少三十天,肚
朋友半边不见啦,友
我头可断身可裂,找
李时珍名著,笨
一一入史册,更
一定要干在前,王
林海无边,梅
汛期,泼
头上草帽戴帽下有人在短刀握在手但却人人爱,花
连夜造林,梦
再次相见,观
竹下无女妖,笑
禾高没了人,千
共填二横,其
香初茶半又黄昏,移
挖掉穷根巧安排,窍
俺们两人不在,阉
功名终被草没了,茄
朋友别后在相逢,有
你一半我一半同心干把树砍,伐
一口吃下十角,园
地球自转一周,旧
夕阳,晒
半边大半边小半边跑半边跳半边奔驰疆场上半边偷偷把人咬,骚
加倍才算多,夕
减二剩下四减四剩下二,园
一只小兔兔瞪着俩眼睛雌性有了它能把后代生,卵
进门就闹,市
横算直算二四得八,買
早日回归,十
金玉满堂,钰
两根树干六个枝中间有路无人走,非
走在上面坐在下面挂在右边堆在左边,土
甲字出头不是申字,岬
心满意足,音
四个二字转又转四个日字肩并肩四个口字膀挨膀四个山字尖对尖,田
雨天没有阴天有田里没有湖里有今天没有明天有,月
有皿能把物存有口笑出声音有手把物取走有鸟象征和平,合
画兔点睛,卵
先免一半再赔一半,竞
把矛放树上,柔
一来就工作,十
言来互相尊重心至令人感动日出万里无云水到纯净透明,青
古代有现代无商周有秦汉无唐朝有宋朝无,口
鱼头蛇尾巴成天地上爬,龟
两人坐天上,丛
女儿出了嫁,家
低头不见抬头见,抵
一日进一尺,昼
节约一粒米,立
看起来父亲多其实就一个,爹
十字尾巴弯弯算算数目少三,七
三天,晶
海味山珍,鲜
一尺多一点点不作尽字猜,村
二山在一起猜出便错了,击
砍左边嗑右边,磕
里外都是未知数,风
勿挂心上,忽
就在其中,二
大旱,沙
一对夫妇生一个,众
十分之四,克
安字去了盖莫当女字猜,好
去一人还有一口去一口还有一人,合
倒下一人,到
蓄水池,也
亮出首尾,亢
一到开封,葑
滴水成海,每
人才进了门,闪
太阳过生日,星
两人同在土山上一个左来一个右,坐
浅水之内藏有宝贝,溅
课桌椅样样齐备,木
一个人两只脚在弯曲的道路上行走,佛
救人不要半文钱,俅
有耳能听到有口能请教有心就犯病有人雷声响,门
一半是学者,孝
洗掉一点,冼
有户人家没有墙英雄豪杰内中藏有人看他像关公有人说是楚霸王,扇
可到阵前,阿
成心不来,戊
二月不猜朋,用
妻子,肉
先借后输,偷
此字不难猜而且分不开,面
一生无邪,止
生个女的就好,子
木头搬进门,闲
霎时雨过,妾
来人就吃,良
跑断了脚,包
倒数第一,由
有女就好有口就闹有手照写有水干燥,少
补衣去了,卜
左边一条狗右边一条狗藏在草下不露头,获
少见为妙,女
暗无天日,立
一横又一竖别把十字猜你若能猜中一定是知音,支
三横又三竖你若猜不中猴子告诉你,申
上面能走下面能坐,土
外面四角里面十角,园
不要夸大,亏
人生七十,华
见水就滑,骨
赔了血本,夸
汽车进了站乘客人不见,乖
雨下山倒,雪
一马饮尽池中水,驰
一着西装人更俊,酸
横竖一定吃大亏,垮
左边光右边亮一边热一边凉两者同时不露面合并起来亮堂堂,明
入关之后称帝为王,月
洋婆子,要
手足交朋友,捉
两个半对凑成一双,双
差一点六斤,兵
上白下紫,系
少白头,日
不是女同学,甥
合口味,昧
上下一致要对口,咔
去之岐山之下居焉,吱
灭掉一虫,烛
四个十字手拉手里面有水不会流,井
有草花将开有水可冲茶有脚走得快有火敌人怕,包
除去一半添一半,涂
前程几许,秃
阿里山的姑娘,始
左手拿丸子,执
一张口十颗心,思
弯弯一小船儿文人上边玩,这
色彩丰富,艳
半盒点心,哈
日进五百米,量
海边看见一艘船,舰
逮住又放走,隶
赠我一只鹅,鸟
秦王一刀斩三人,利
白头歃血献丹心,盘
有水能淘沙有犬羊害怕有米做食品有女叫妈妈,良
人人开口,肉
断雨残云,三
顶破天,夫
鸵鸟不见了,它
一只手在树上,采
周末喜相逢,啁
有眼看得准有口咬得紧有金钻劲大有火放光明,丁
报恩有口却无心,咽
残花一片犹有余香,旨
早日腾飞,十
一点下令,今
一点补充,允
寸草心,时
明月当空恰十分,时
脱贫之后有余粮,粉
两山之间月初来,川
错大错错上加错,爽
用一半还有一半,胖
不见宝玉进园中,完
枝头眉月仍半边,秀
巾帼,好
龙袍,袭
设酒杀鸡备鱼来,渔
安排女排打头阵,宁
连日相约在亭下,町
大小相等,奈
引狼入室不见狗,阆
邹容一心求变革,隐
先生一夜未归,殊
自大一点不可爱,臭
小耳朵总听课你就聪明了,聪
武,斐
张口就大声喊叫,孔
江河流水归一处,珂
闺中少女欲思春,娴
森林被毁和泪看,湘
粗一半细一半,组
湖中垂钓到白头,乱
今与君重逢,琴
下岗转向再上岗,岖
绝色少女觅不见,绥
趁人走没又写一页,须
车七退一,轧
千万少一点,仿
言而无信一文不值,仪
一直有点见外,夕
必须再产,颜
一个字山连山猜不到去外边,出
不在上边不上不下应在下边正在两头长在中间,一
一草一木日见其大,模
人要正直还要真心,仨
自始至终要虚心,老
一人一心一张口,恰
瓦片层层并一起,瓶
佳人失约锁眉头,眭
呆头呆脑能说会道,吕
连日有人去川中,界
人在云上飞,会
少放两点不为淡,减
两次猜对,串
九十八,杂
长一米,来
三加三,田
吃掉一口,乞
一来就查,杳
二人一直看兰花,徉
醉后磕头,碎
心字欠两点,恣
手到擒来,禽
左边之水回右边,洄
抽梁换柱,梗
一字有五笔只有横和直去头是个字去尾是个字去头也去尾仍然是个字,申
夺冠军,车
抛开两边要中间,三
一手搬倒山,扫
引水建港,巷
运动员,云
村前一头大象,橡
一家十口人只有草盖身,苗
一字多两点,学
十加十不等于二十,茄
十八点四,杰
昨天有今天无明天有后天无星星有月亮无,日
四竖六横,昌
上边查下边看虽有雨可晴天,霜
一一入火,侠
先到江西,洗
大人不见了,一
门内冲进高头马,闯
似己非己口半开,已
两边真辛苦点撇在中央用心来区别字形不会忘,辨
下边有口,吓
有点刁,习
比千少一撇比一多一直不能猜作十,毕
二人联手合作,扶
中有一人颇自负,赖
笨头笨脑,竹
缺一欠十,坎
苏州话,误
共计四五人,仇
一女扫地不用手,妇
星星没露头,生
进门取走一半,闻
扬土挥手,场
潮水已退,朝
长草花将放加水茶沏成有脚行走快点火有响声,包
为数虽少却在百万之上,一
一只狗两个口谁遇它谁发愁,哭
忘得变了样,忙
用火烧汤,烫
一人在中左右吹,嗽
十粒豆豆入口来,喜
需一笔勾成,么
原本出于自愿,息
一来就猜中,巾
一寸身高把言发谈论射箭我行家感激别人说一说文明礼貌顶呱呱,谢
共二斤,斯
美人去后总无心,善
一走就了,子
用人不疑,言
人人做工个个对口,噬
抢先喝了一口,揭
向来只取一半,响
殿下明日归去,臀
老头早上到屋前,屠
爱它的头要它的尾,妥
木头好大好大,柜
泥船左右,沿
前在宋之前后在宋之后,完
三十六计,九
离开陕西到山西,峡
左边是三尺右边有十升,料
此汉子鼠头鼠脑,舅
请不要动武,救
不用心想,相
前后扰乱,扎
视而不见掩口而听,祈
谁敢出言是男子,滩
转身变成人,入
一一得一,三
二百天,荀
一马过桥压断梁,骄
来人干在前头,金
可省则省,员
前前后后弄颠倒,只
心有余而力不足,态
丢这一文得一元,远
一女有口又有心,恕
厂里没有春秋冬,厦
一岁除夕,山
如少掉一口不能猜作女,妙
东山南山西山北山四人四口在中间,田
迷信害死人,谜
草没有草,早
一人爬上门门上青草生,芮
一人上下不可分,佧
左修右改,攸
很字两人离木棒左边立,根
除去半边还有半边,途
有鸟差点入河中,呜
加一横在天上加两横在脸上,口
一点点力不作为,劣
肥一半廋一半,疤
