puzzle,ans
大干带来新面貌,全
排头兵,挥
歹徒带刀草下藏,茢
白头同心,右
童心,亩
先贱后贵续前姻,婴
笼中人,囚
看守宝贝,赚
两人戏水,沃
方寸之间见人心,咐
一个人也能生育,性
老爸的高帽子,交
耳贴旗杆面向东,陈
为人说话要虚心,伦
有儿有女日子美,好
森林起大火,焚
大漠无水空悲切,莫
单杆放在地两人往里靠,丛
山岳隐约入空中,兵
乞丐要金子,钙
早上站立的狗,獐
辞职之后下海去,洱
特别不喜欢吃面食,靥
双方投资,铝
东风有信无人见,讽
去后且放心,悬
烟火要熄灭,因
十一只羊缺一只,幸
团结亿万姐妹,姚
凡心托给江水流,恐
厂际挂钩搞联合,捱
黄梅时节,零
苦中十移位,苗
丛中的小鸟,茑
勿要出丑,物
非上即下,卡
且就洞庭赊月色,沽
花前月下连日会,萌
山变水变乡貌变,绿
说话虚心,皂
千张口,舌
湖中倒影双人,保
说不清道不明,谜
前言不搭后语,吾
一点闲不住,闭
三月一直你领先,倩
多两点没力,为
北京有个金太阳,景
蚵仔煎,饴
满脸麻子的鬼,魔
湖中倒影一线连,早
虫子胆子真够大狗狗旁边也敢站,独
每天进取一点点,最
两个小孩进树林,禁
人不像人,象
波光水映山侧影,玻
人多一点点,灭
李一半桃一半,林
热气被土地吸走了,执
半解衣裙半带羞,群
美人一去废前盟,盖
吃饭不付钱,饮
来客只住一晚,殡
流连在时装店,裘
一只狗站在四口井中间,器
一物有千口你有我也有,舌
川酒新配方,酬
影片目录,鼎
占用广场,店
战后又相逢,戏
礼貌词语,警
调干,士
金木水火少水木,钬
屋前一人,偓
明日过去无人伴,胖
一刀将人劈开,分
人人有一点,伏
紫花不可依次子丛中戏,芫
十字架上的收音机,章
孤家寡人剩一手,拿
半路断绝联系,络
被奴役的心,怒
势必有点变化,抛
鸟儿几声可悦耳又来花儿扑鼻香,馨
失败之后,贝
为首者先行,道
在太阳上种庄稼,香
被迫放入,邀
麻雀的羽毛,麾
执衣而裁,亵
重阳时节系客心,备
女娃游于东海,洼
直走一半,且
枝头归雁入云端,桧
木头做的巨人,柜
携手并肩月下行,护
大一点变什么,太
我站在两人旁,徐
千古紧相连,舌
垂钓布点各西东,小
九上十下,卆
春节三日坐上客多,众
水上铁路,汞
念念不忘心以碎,今
小刘溺水啦,浏
金色的餐叉,钗
图表合格,回
大江东去故垒西边,沽
阶前朗月下,郎
公公穿在衣中间三滴水儿在左边,滚
用蚕丝来填充,统
纵线三个十大口中间咬,車
日日相比,毗
什么树小,苗
阿波罗,旺
中国进入廿一世纪,革
布上画把叉,希
冬眠的虫子,螅
深情相处左右邻,清
未见爱心一丝添,缓
了字系腰带,子
伸一半缩一半,绅
清除污水大加称赞,夸
金戈铁马写华章,斌
何人去乘船,舸
两个人分手后拜拜,掰
广袤的树林,麻
牵牛银河隔望眼,眚
两人两相依从一而终老,丛
闲着的姑娘,娴
尔独何辜限河梁,姓
春节三日人人团聚,众
拳脚相加,捉
爷爷持扇出户去,翁
一丁一口上下站,哥
两只狗儿不一样并肩在那草下躺,获
大雨下的儿子,霓
火烧了书页,烦
乘机而入,枫
改革家,冢
青石板儿石板青,星
潭前飞瀑,覃
少了尾巴的兔子,免
欲医相思少偏方,短
拿稻草去烧火,揪
嘴里吃多了盐,喊
宝贝口下走水在旁边流,涢
留一半甩一半,电
足球先生,呈
迷宫里的提示语,谜
有匹马儿真稀奇,骑
上海境内,刊
四不相同,米
白首下官归田里,阜
看似八只手实则有两只,扒
鱼仔草下游小刀随鱼走,蓟
三个老头本命年,垚
田间,十
枕边风,枫
单身男子终身未娶老婆,妹
家有妻室,腐
白日鬼依在,魄
有钱又有刀的厂,厕
头上有蓝天地上有虫虫,蚕
早上楼前复习,榻
镜头跟着俏人移,销
台下,口
路旁无足迹,各
野马,驰
一刀架在了腰上,子
调整前后,证
去掉前言后语,政
洛阳城内草飞扬,落
树没了心,村
用羽扇生火炉,户
一木十分长,村
养马户,驴
八只脚,趴
上面正差一笔下面少去一点,步
位于东南方,倍
心上插着刀刃,忍
凭栏望江首,湘
足占左边,跕
轿车行千里,骄
巍巍昆仑,嵩
上八是倒八下八是正八十字在中间饿了就找它,米
吾将北去别伊人,君
洛阳城上青草飘随风起舞终下滑,落
尤氏住京郊,就
不正,歪
狗窝,突
右边站一人,佑
寒时短热时长,日
草原千里连成片,董
排除污水,亏
龙年好开头,娠
只将残梦伴残灯,梦
有言在先寸土不让,诗
马跑山头快不前,缺
一箭射日,申
亏空一笔,窍
得闲出门街边走,桂
人间变了样,閤
县长无着落将心埋于底,悬
土地申诉,坤
平川落雁暗香传,秦
两小无猜感情好一个草帽两人戴,蒜
花前柳畔话勤俭,节
牛角上插把刀,牟
吃一半吐一半,圪
日日相系终为半,畔
食不甘味,辞
到前线大有可为,绮
备字有飞字有操字也有,德
一心只想往上爬,忐
山中变田落于地平线,画
一点一横长小口底下藏,京
独上西楼无言语,梧
若把此字倒过来稳坐第一不难猜,由
此字不难猜孔子猜三天,晶
白云浮在月亮之上,育
幼小无力架草桥,萦
地图上右边的耳朵,陈
向党中央荐才,团
出一半多一半,岁
以棍探日,甲
处心积虑几回成,虎
火烧韦小宝,炜
动一动吧,邑
有人便是,更
十六天,章
自古相思总成欢,喜
枭首独占山,岛
水边两株草,满
阿里巴巴,吧
老员外被困,圆
七十乘六,较
中国人多了一点,金
嘴边有三十个贝壳,喷
凤又出走,几
上天取太阳,最
三力相叠草下躺,荔
树旁有只小黄狗,横
个个不是睁眼瞎,筝
托腮空思意中人,胭
钱被埋在泥土底下,幸
乍眼看去见三兄实则力气大无穷,众
相邀在渡头,湘
骑马奔驰志四方,畸
不过头,木
爱上她之前,妥
如今要主动一点,玲
巧妙配合力无穷,窍
一女站台,始
奉献需要大一点,南
嘴里含玉,国
贵胄抽筋非贵胄,冐
雨下特务,雾
太阳从地平线上升起来的时候月亮正落下,胆
致富之前,室
别人的信手勿拆,诉
皇帝和两个儿子嬉戏,玩
多加多,罗
入伍前曾当和尚,僧
劈山引水,凼
两口子碰面就吵嘴,马
娥皇女英,娆
扣除现金,损
下落不明心牵挂,芯
仙人不见了,山
避孕套太长,吧
金子立刻到,钊
上下都是十两,芹
天外天中间连猜不着也鲜艳,美
鸿江别后口传音,鸣
人和狗一般高,伏
球王逊位,求
分开三个字,树
佳人下台闹革命,鞋
占领十八个林子含包一个在嘴里,桌
竿头,竹
正月里来帽子飞,肯
合着嘴巴笑出声,哈
一点爱心释怨心,宛
说小不小说大不大钉子有柱子没有剪刀有菜刀没有,尖
转动机身,躲
大米青草一起吞,精
一个人头钻进洞里出不来了,贝
韮菜有头有心没有根,菲
敢为天下先,一
竹子下十双眼睛,算
开矿造林相结合,磨
出口一点不谦虚,嗅
只许心儿空想,相
一儿十分小,觥
上不在上下不在下不可在上且宜在下,一
修竹成阴暑日无,箸
收割之后再装车,辖
鱼在卢登堡,鲈
小区飞来一只鸟,鸥
头上戴个鸭舌帽,买
草木枯荣有几存,冗
在水一方巧用电,渑
手裂了一道口子,扣
从娃娃抓起,拗
四人同举包大人,炰
免职后又启用,取
一月生日,腥
早上斜月挂西楼,香
七尺男儿见丹心,汊
空中飞动云,办
两朵夕阳,多
四个人在责骂一条狗,器
妈妈被雨淋了,霉
台下花前少林梦,茗
清明时节二日游,肘
我与女排,娥
把刀和贝壳捆起来,赖
夕阳无限好只是近黄昏,晒
离休之后再留用,佣
稻田着火,秋
王头冒一点其母下面走,毒
咱要贡献大一点,嗅
禁砍林木,示
耳朵着火,耿
一手搬到一座山,扫
脸上带波纹的女人,婆
月亮爸爸没有父亲,肥
太阳照田间,早
歪歪一座山头顶一把刀走起路来摇啊摇,趋
阴阳并举,明
大米最后的归宿,粽
月亮跟着月亮走,朋
未完待续,申
水土相服,坔
天明月隐日高升,昊
打的之前拍长相,拍
一条没日没夜工作的网虫,虹
日落之间不见佳人归,闺
春取头夏取半,麦
明月出海南,璟
时至日落心儿归,忖
两个大老爷们终日玩水,潜
站在两座坟旁边的虫,蛙
无聊到摘去左耳,卯
也在水边,池
儿童有活动场地,境
似人非人靠着衣行,依
眉来眼去心志迷,声
拿木盾挡着却还是被砍掉手,档
金子堆出来的星星,鑫
不好出风头,夙
一月之前抵冀中,胃
站着一个人,位
看似广西郎中,廊
十八扇门,闲
西江灯火残,汀
重逢在观前,双
先代一一入汗青,便
草底下的姑娘生的俏,菇
雷公长劈却无雨,田
差点变黑了,鸟
山东有妖,岆
十一对眼睛,瞒
小土,尘
犹带昭阳日影来,邵
宅在家里的才子,闭
门外站一人,们
月光上楼西,梢
一个女人腰间别着一把弓,姨
生日聚会,星
林子旁边长耳朵,郴
住手,扯
白首只一心,必
雪下过了走,寻
幸福首先团结紧,社
甩掉尾巴,用
立刻被人看扁,骗
识慧心献爱心又树雄心,侵
佛山仙游,弗
枝头残雪已化水,棣
从来分居在江边,巫
最新二鱼玩彩,鲜
讲过后复习,诩
尘土穿透了太阳,里
大口吞小口贝字里边走,圆
两人一起玩滑板,丛
四嘴合一顶高帽,亩
古稀之年不得闲,轩
孙尚香爱上刘皇叔,惫
女儿有弱点,姚
下上一点,卞
一人靠在大树旁,休
白帆半隐,帛
爱上一异乡友,缓
左边是绿右边是红右边怕水左边怕虫,秋
走路去算命,赴
四川瓜不足,爬
介绍人,价
两土妞进门,闺
灾后安稳别着急,秋
下岗之后人相帮,仙
你放心,您
看似有山却无山最喜靠在水身旁,岸
自家的狗偷米,糗
大火底下烧头上冒小草,苂
草地双杆燕分飞,业
点点滴滴儿女关怀,姚
不要栽跟头,根
假日遇雨人未来,霞
看似两张嘴实则有六张,唔
池塘边漂浮着虫子,浊
手工课相碰,扛
大头掉条腿装上一张嘴,右
四张口一颗心,思
残云落月比高低,能
手推两座山,拙
白头聚首两倾心,皆
携手排洪水,拱
江边孤帆系芳心,沛
木质乐器,栎
此地有二货,些
日月相伴,明
三横又三竖半字旁边住,畔
新亲迁走,斤
草地上画把叉,艾
九把刀少两把,切
木制的矛,柔
客心牵动云飘渺,务
亥时得子,孩
二十多一点,甘
全字有俩眼长在最下边,金
会走路的兵马俑不是人,通
没有马骑用牛代,犄
二木有心,想
彼此各取一半,跛
医院大楼平地起,直
心永远停在正中央,忠
先排洪水后建桥,典
水车不得进油库,庙
大火烧了整片林子,焚
日落村头壮士归,将
十八个残疾人,朴
退休之人闲不住,门
双双到前线,缀
大家不熟悉,笙
在风里飞的票,飘
上下互相平行左右勾结,互
天下有个口,吞
一排小朋友个个背着手,非
一个长得很严肃的草包,萧
是谁无言正垂泪,淮
佳人外出芳心动,卦
出字取一半人儿旁边站,仙
青青河畔火光增,淡
有火就会发光有水就会变脏,虫
一吼方休,孔
四方同心朝前奔,腮
长耳兔,聊
日光掠后风微动,影
回首二十载,茴
柳叶绿池边,湄
思想悬念都有它,心
猎犬失踪了一日,获
洗干净一点,冼
明天大扫除部位重安排,胆
十上两点上下串,米
一撇挂在三字上乍看只有寸把长,寿
入上中多一横,吏
竹林下的和尚庙,等
火烧灵柩,爧
竖起旗帜招人来,队
当刮目相看,档
比十高,毕
前线后方共月圆,绢
一寸日光,时
酒后行凶,酗
夕阳日落草上头,茒
摆脱困境靠好友,棚
左脚占据广大面积,踮
一弓双箭急待发,弗
屋下蹲着一只狗,戾
中央顶生草王字旁边靠,瑛
六口紧相连两牙出嘴边,曲
坐滑板的车,连
井在口中间,囲
味道正好,哈
拿刀割禾苗,利
最合心意的字,恰
夹左耳,陕
一边舔一边拉,括
香魂伴随白云去,槐
一人爬至狮子头上,全
山倒在火上面,灵
一个歪着脑袋的大王,任
上大下小合为一二字一去不归来,夵
田里跑到田外不能当作古字猜,叶
篱横竹复处隐隐有人家,篇
第一户,闸
半字一上头草儿顶上走,苹
湖东月隐闻鸪声,沽
天狗食月徒留一边,肰
一抹斜阳清风里,夙
综合门市不清净,闹
工作一贯勤出力,瑾
古时候月亮旁的小虫,蝴
会走路的井,进
不要言之过谦,兼
吕布作古画戟犹存,鄙
鹅飞鸟去永不回,我
入天门而夺天工,闪
下雨了人在树下避雨,漆
弓上二弦草下藏,茀
木头插进太阳里,果
玉树又地震寸木未损,村
眼中噙着珍珠,泪
两口子一个独生子,呵
勿要站在牛旁边,物
赏心一曲存心间,嘈
马儿头顶嘴对嘴,骂
纠正党内不正之风,呕
胶木板,反
一人和木头四人头上走,烋
铁西分行,衔
高字底无口丁往底下走,亭
草头王,蒂
一心依赖实为情,懒
一人加一,全
十日不晚,早
日复一日地钓鱼,鲳
一个呆人在烤火,煲
木人石心,牛
扁舟归去,迥
一女戴帽立于木桌之上,案
口中承诺的未来从未到来,味
两把小火慢慢燃三滴水儿紧紧缠,淡
天边弯月惹相思,短
树雄心挡洪水,供
一座城只有一户人家,扈
岸上林边莺鸟飞,嵘
又见枝头悬露珠,杈
监狱上头长竹子,篮
累得要睡觉,细
一个字两个口下面还有一条狗,哭
初秋一别至今心牵挂,稔
裁衣刀,初
天天不断有人来,佃
除去一半还有一半,途
谈笑不在言语中,炎
个个激情奔放,箔
透草看夕阳,芕
贪财铸成错,昔
买前重点选择,实
长长的毛巾,帐
破格提升工人,贡
二个小人,忝
清清江边留半影一曲红豆醉相思,澧
栽花须除草安分好守贫,货
无可奈何大小去,仁
米撒田上,畨
十字头上太阳照,早
夫人丫头进后仓,倦
画中残月伴三星,思
我困在一个密室里,圄
一只小黑狗不吼也不叫,默
拨草,早
土和草合起来,塔
尽可能再节省点,尺
扔一半,乃
一间房三面墙小孩子在里面,匹
天上有个口,吴
雨中辰光,震
月亮照水水没了,股
疑点有二,凝
两张嘴的马,骂
乌云密布鬼影出没,魂
杂草下有两根棍子担着一个死人,葬
一人手握匕首困于牢房中,囵
村东残雪已化水,浔
十二生肖首尾相连,孩
少女休克,娔
半江明月画中陈,渭
草桥结拜十八载,荣
一横压立白,竡
鸟死藏草下,莺
家中人一口,儫
冬瓜被困,图
穿着迷你裙被人说三道四,谜
少帅,师
原来心上早同意,愿
前头去掉一点点,刖
十八般武艺九样通,杂
会丢人,云
夜去罩湖不见波,古
七个豆腐干两个签签串,拜
念错一点真可惜,怜
门中站着一个人,闪
缠脚布,跑
远山翠竹鸟飞鸣,笞
剪刀丢了,前
林上坐着两口子,槑
仅有一寸大小的太阳,时
九十九个小厂合并,原
二儿子,元
游了北岳去陕西,峡
一旦拥有天长地久,亘
身上有重量日行才一里,量
嘴咬了一根筷子,中
田下一方土,里
地没有地,也
改脚本,未
哨口月落山横卧,当
一人在前牵牛走,件
双数负,懒
日落一曲送出关,遭
一辈子被田束缚的马,骡
多一横走不动,是
景泰蓝,盟
小牛在独木桥赏月,胜
二十与二比大小,槎
一人上书告贪官,倘
昨夜楼头窗半掩,榨
虎头有心,虑
楼头相会两倾心,枇
夏末日中人高卧,复
一口吞个小姑娘,囡
小王肩并肩今天出去玩,琴
多一点能吃少一点能烧,术
人来小亭边停步看竹篮,蓝
三颗真心聚一起真儿两腿却被移,矗
人钻钱眼进班房,囚
对外贸易,咄
双方大改组,哈
十人劳作田里依旧长草,单
提前尝到甜头,括
三把火烧木头旺盛的很,燊
古字戴帽右提刀,刮
昏倒的女子,婚
案上花烛残,蛇
马的嘴巴裂开一道口子,骂
竹叶盖木桶,筞
读它是第三用它属老二,乙
四方相聚在北京,亩
一碗装水日,温
在国内筹集资金,钰
除虫才能丰收,蚌
加人便可成一队,五
字面九点不够圆开口一读方知圆,丸
杜鹃声里日将暮,膜
从前有一个人叫小王,全
再大也被吞进口里,因
动力消耗量减少,云
礼花,葬
贪利最终要出丑,犁
芳草没阶前,防
节约点滴增加产值,俱
塞北冬意无尽头,寒
二人重聚近古稀,辇
年老的女子,姥
手去捞水上漂浮的丸子,热
落红飘零身离去,讨
有帽子不要围巾,冒
可以变大的丝绸,绮
一入西湖见水光,醐
真心相伴意中人,春
语言不通心却相连,悟
自卑的嘴,啤
佘无人顶,示
车内超载一人,辆
人水和一,氽
二白上面站小白,皛
鸟在走路,鹭
人人要助残,俎
有水之源水长流,原
请足下承担,提
千口相结合小刀右边挂,刮
目不瞪口不呆,橙
西边有女,要
心被插了一刀,必
细细针儿嘴上挂,中
太阳顶上三个人,春
爱上属鼠的,孚
鸡鸣之时双鸟飞,叹
园里,元
一个人过七夕,死
好的开端要抓住,挼
左右发言,誩
竹子头下每人一口,答
少了尾巴的兔子有力气,勉
日下一横长里字下边藏,量
诱鼠上钩,孔
太阳顶上插根棍底部却被月亮啃,胄
他也去南京,尒
此室至少可容百人,宿
艇舟隐约浊浪排空,蜓
二心一个字,恣
累得半死的马驹,骡
三颗小石子搭积木,磊
每日一小曲,曹
横竖加起来,男
爱缠绕大人的小女孩,妮
是非不分休多口,堡
百端待举,马
千古牵连刀难割,刮
拿着刀说吉利的话,调
洁白的水,泉
一个字儿有六画四面看去都是它,回
指东话西,诣
一家三口争分两亩田,僵
又到双休人出游,桑
西边有个太阳,晒
清明前后雷雨多,渭
用刀封口避免口角之争,嘴
近山建厂流汗水,岸
挥手告别日来见,晖
尸体覆盖了世界,屉
女优,妯
口上接刀,叨
正少各丢一小点合二为一把字猜,步
八个兄长门中站,阅
双过半,对
优质稻,粮
日本一逃无影踪,杳
植树种草献爱心,荣
踏干溪流成小路,蹊
心无旁骛全神贯注,惯
二小二小头上长草,蒜
志士献身在四方,思
俩妖精困于山中,幽
双手作揖迎贵客,摈
刘邦笑刘备哭,翠
口中容不下木,束
女兵戴着帽,嫔
表面一看话很少实际称它为热闹,吵
草下藏七刀,苆
岁在除夕,山
又小又大的是什么,尖
竹子的童年,笋
舀石灰的勺,的
磅礴大雨一直下小小山儿散了架,雪
狗在草中藏,获
人被砍三刀王在旁边看,珍
一夕一匕首,死
惹事生非爱出头中间出现四张口,申
丢车不认输,俞
是谁后来冒雨到,霍
小手顶上一张嘴三撮草儿帽跟随,掌
女排第一男排第二,好
四嘴合一顶生草左边一嘴紧相靠,喵
嘴儿高高挂尽是巴结话,邑
你要主动一点即使旁人不在,玺
村前寨后春光映,森
三虫于盘子上叠罗汉,蠱
女子拉着马娃娃都爱她从小学说话张口先喊她,妈
一行雁阵上云端,会
甩掉尾巴携手前进,拥
林中少木河必缺水,柯
申尾长长往右钩一刀插过不见断,曳
仕途坎坷人去心来,志
一手抓了两把土,挂
永远立于兄长之上,竞
夜幕降临太阳入土,墓
池无水地无土,也
一毛虫,触
人下十一口左边添一口,啥
从来住在此庄中,座
务必出力摆脱困境,条
泼水节上水尽无,发
多字取一半口字底下站,名
嘴巴有眉毛无,口
一个身后藏刀的恶棍,例
一个神算子,仆
灾后着手补秧苗,揪
双手两边放,掰
小明问小芳一加一是个什么字小芳想了很久没想出来你知道答案吗,王
飘渺薄云舞悠悠女鬼现,魂
小小男娃长得怪大大嘴儿头上盖,兄
走进室内少了十块钱,定
心上的昨天没有阳光,怎
废水利用要推广,泼
去一直去,云
十回合,固
狗头上边长眼睛牛儿不怕旁边站,犑
有雨就有霜没雨不成霜,相
二人相依偎青草底下栖,芙
三加三除了等于六还等于什么,田
一场火灾没了头青青草字顶上走,荧
看起来像太阳读起来像月亮,日
一只哈巴狗趴在洞门口,突
添口非言能代我,吾
十八岁的姑娘被锁深宫,困
两把大火旁边烤大刀不顾留一边,剡
有水能养鱼有土能种树有马能奔跑有人非你我,也
进取一生开拓一生终其一生奉献一生,牛
不是门还是门,扉
三个又字叠罗汉木字在底都不颤,桑
三竖往左弯两日往里靠,甾
冬虫系虫乎,螽
采取措施前后,拖
改革政策个个出,整
拿十块钱买东西,卖
远树两行山倒影轻舟一叶水平流,慧
画中它是圆笔下它为方有它心中暖无它心也凉,日
苦字下十少半横,苫
皇帝的都城,琼
过了几百个世纪的月亮,胡
中间淙淙流分开两边走,衍
左边牛一头站在寺庙口,特
孔子立于山顶,岳
水木火土舍前二,灻
工字旁边两小人沟通天地两袖舞,巫
哥儿三兄弟依次叠罗汉可怜了小三被踩在底下,奈
小小白兔不食草躲在丛中任人找,菟
上两口下两口中间隔着一只狗,器
在一室之上不在她之右,安
横睇直看皆一样,一
人间尤物,优
百无一是自无一是泉水流,白
趋炎附势力未足,热
昏日下雁阵斜一点寒星若现,低
个个参加知识问答,口
草下两口人,茴
口中之口话中有话,回
田边有两棵数,棵
毁誉一言,兴
节前主动献爱心,莹
调整单位结构,果
目睹大禹之尸,瞩
月亮之上立匈奴气度非凡显霸气,胷
七尺男儿堂中坐全民幸福手里握,党
乘二个仍旧一个减十口还有一口,固
二人提前到地头,挫
丁字一张口大字头上走,奇
四面都是墙左边洪水狂冲倒右边墙,汇
小小狗儿两模样偷偷躲在草底下,获
古字戴帽心旁靠,恬
俩个双胞胎一个比一个痴,槑
证人一言不发,企
远望广寒宫月中现佳人思念到永远,脉
一人考试错了四道题,爽
一点一横长米字在身旁要问几在哪往那底下藏,粇
七人齐心到北京,仪
汕头叙别后,涂
广袤的草原有两棵树和一块石,蘑
两人肩并肩站在土上边,坐
茅屋三间中植疏竹两杆,蓝
减竖方称土霸王,竖
放心吧妈妈,兹
烈日下的匈奴张大嘴巴求水,喝
地平线上升起了红太阳,旦
代表月亮的旨意,脂
江边停着一只鸟,鸿
两小孩树边玩耍,标
小鬼落在狗下头二者同呆厂里头,魇
意中人真心不二,但
大字头宝盖腰里面藏个牛魔王,牵
无车用轿迎新娘,娇
一字相貌恶头长两只角生就六张嘴底下八字脚,典
亏盖八顶少一横,兮
小小米一粒有点小脾气赌气把家离不知去哪里,迷
他去也怎把心儿放,作
岩汞合阴阳,矼
饥不择食大口吃食物瞬间无所知,几
羊肉串,丰
上边脑袋小下边肚子大此字会是啥,尖
两根扁担夹太阳清清水儿左边晾,洹
一点一撇长木头底下躺,床
口字缺一块儿二字卡中间儿,月
上推下扔摞一块,携
林中几处有点缀,梵
羊角没有了只剩下眼睛,看
三点水少一点,冰
四围山色入画中,田
旭日南移,旮
九代单传,兀
三人让座位,垃
鬼打鬼,魁
四座山来山对山四个川来川对川四个日字边环套四个口字紧相连,田
震后捐款,赈
多三横是承,氶
野寺荒村后,墅
姐且去弟就来,娣
劳一半休一半,仂
阵前只剩十一人,坠
两心不一勿凑合,惚
羊没尾巴踩着水,羔
穷人分宝贝还是穷,贫
九尾稍长勺往里放,尥
两口之犬,哭
一个右来一个西三间平房东南立,醢
淑女弃汝泪水流,督
小破孩蹲着啃牛尾,先
两个小人手牵手木棍上面齐步走,丛
一心爱十四两人并肩行,德
天黑了月亮却不在,脚
各自拿一根棒子,格
日出青天,晴
玉人挥手抛珠泪,拴
一百毫米,粉
猴子捞月成幻影月亮随即落井边,肼
用心改革鼎力相助,荔
你我在此,些
一点一横长几字在下方小月左边藏,肮
我也需要人来帮,俄
过去是多子为好现在是少生为妙,女
一对明月同升同落,明
一方木头齐人高,保
借债人,妆
一人立于前其叔跟在后,俶
离别后心添烦,恼
一路通两乡乡乡变了样,丝
三加三得几,田
表示漫长的时间,久
总头儿,兑
受戒十八年,械
一只虫儿飞声音格外脆,蝉
虽说有大小却需划等号,奈
新一半旧一半,昕
假日无暇去骑马,倚
老框框,固
一点三横长口字在下方,言
字谜院子中间有一棵树,困
天广地大天安门上红灯挂十月一日来到啦,庆
太阳玩滑板月亮旁边看,胆
一人一狗齐肩并走,伏
火在底下烧大山也会倒,灵
转眼已到植树节,置
两人一女一张嘴,娱
意中只系一人,但
日月相依成双成对,明
太阳高高挂一人宅厂房,昃
看似要把两手分摇首相看泪无痕,掰
闹市不得放烟火,阎
雁阵竹影小窗外,畛
青青春草吹又生日复一日爬上头,菖
晴天无日不开怀,情
两个小人躲猫猫草下二人静悄悄,芢
大车小车车车跑,尖
生产须要配合,颜
工人钻到洞里,空
此字表面长得黑添上眼睛立马飞,乌
月亮挑着一个太阳,明
抛弃前嫌广为团结,廉
旁边有翅膀一飞冲上天,膀
一人一寸高竹在头上摇,符
干活尚需自留心,憩
枝头春光明月来,肢
刀在嘴上跑最终往右靠,叨
割掉羊尾不见血,盖
花开除草午后培,华
好像田里长了草,苗
通力合作走向未来,勇
日日相依,畩
晴日当空映草色,菁
头顶羽毛小士兵年纪轻轻好拼命,翠
小叔眼光低凡事却爱管,督
残灯无焰泪无痕,盯
人言可立,信
耳朵长又长快接近太阳,最
雨落畦头草先生,蕾
一心挂着对方,患
挥手告别欢迎再光临,辉
左边地里种右边炉里生右边使人暖左边饱人肚,秋
